Time: 2026-06-25 20:20:46
Log Dir: logs/2026-06-25_20-20-46/GeFL_DDPM_baseline_total
================================================================================

==============================        Args        ==============================
  exp_timestamp: None
  exp_conf: ./configs/het-iid-exp.yaml
  device: cuda:1
  seed: 15698
  algorithm: GeFL_DDPM_baseline_total
  num_new_clients: 1
  num_train_mnist: 10
  num_train_emnist: 10
  num_train_fashionmnist: 0
  num_train_cifar10: 10
  num_train_cifar100: 0
  num_train_usps: 0
  label_mapping: independent
================================================================================
==============================    Exp Configs     ==============================
exp_name: model-heterogeneity
heterogeneous: true
dirichlet_alpha: 100
global_rounds: 50
local_epochs: 1
local_loss_fn: CrossEntropyLoss
local_optim: Adam
local_lr: 0.001
batch_size: 64
sample_frac: 1.0
test_interval: 1
metric_type: accuracy
global_feature_dim: 256
optim: Adam
optim_lr: 0.001
global_gen_epochs: 10
gen_noise_dim: 128
gen_optim: Adam
gen_optim_lr: 0.001
n_feat: 32
ddpm_guide_w: 1.0
global_feat_gen_epochs: 10
feat_gen_noise_dim: 128
feat_gen_optim: Adam
feat_gen_optim_lr: 0.001
feat_gen_div_beta: 1.0
public_data_ratio: 0.05
start_mapping_epoch: 10
gen_observer_weight: 0.0
index_matching: ddpm
aggregate_method: dataset_name
use_new_entropy_method: false
entropy_ratio: 0.75
cs_threshold: 0.9
global_model_epochs: 5
global_model_optim: Adam
global_model_optim_lr: 0.001
global_samples_per_class: 64

================================================================================

==================================================
Start 50 rounds training by GeFL_DDPM_baseline_total
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 1 ---
Client 0 (MNIST) | Target Loss: 1.0013 | DDPM Loss: 0.1966
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0378
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0367
Epoch 0 Loss: 0.5656
Epoch 1 Loss: 0.3479
Epoch 2 Loss: 0.2916
Epoch 3 Loss: 0.2179
Epoch 4 Loss: 0.1679
[Server] Global Inference Model Acc (MNIST) (Round 25): 92.96% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 25): 64.60% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 25): 38.35% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 25): 64.76% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 26 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0102
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0101
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0099
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0101
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0107
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0098
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0102
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0099
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0102
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0357
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0368
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0357
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0372
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0362
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0366
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0362
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0366
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0366
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0364
Epoch 0 Loss: 0.5479
Epoch 1 Loss: 0.3419
Epoch 2 Loss: 0.2675
Epoch 3 Loss: 0.2064
Epoch 4 Loss: 0.1605
[Server] Global Inference Model Acc (MNIST) (Round 26): 92.59% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 26): 62.56% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 26): 38.80% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 26): 63.02% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 27 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0101
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0099
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0099
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0103
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0100
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0101
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0099
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0106
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0103
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0103
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0362
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0374
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0363
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0357
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0362
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0357
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0364
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0365
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0373
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0365
Epoch 0 Loss: 0.5562
Epoch 1 Loss: 0.3373
Epoch 2 Loss: 0.2549
Epoch 3 Loss: 0.1974
Epoch 4 Loss: 0.1569
[Server] Global Inference Model Acc (MNIST) (Round 27): 91.30% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 27): 65.29% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 27): 36.93% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 27): 65.12% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 28 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0100
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0097
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0102
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0102
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0099
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0099
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0098
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0098
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0113
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0100
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0360
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0366
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0365
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0365
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0359
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0370
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0360
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0361
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0373
Epoch 0 Loss: 0.5165
Epoch 1 Loss: 0.3084
Epoch 2 Loss: 0.2235
Epoch 3 Loss: 0.1734
Epoch 4 Loss: 0.1223
[Server] Global Inference Model Acc (MNIST) (Round 28): 91.80% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 28): 65.03% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 28): 37.84% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 28): 65.00% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 29 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0100
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0100
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0100
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0108
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0099
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0098
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0099
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0099
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0097
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0100
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0362
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0372
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0354
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0359
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0357
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0366
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0362
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0358
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0357
Epoch 0 Loss: 0.5687
Epoch 1 Loss: 0.3303
Epoch 2 Loss: 0.2521
Epoch 3 Loss: 0.1779
Epoch 4 Loss: 0.1338
[Server] Global Inference Model Acc (MNIST) (Round 29): 91.43% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 29): 65.32% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 29): 38.11% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 29): 65.23% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 30 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0095
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0099
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0097
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0100
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0094
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0095
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0364
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0359
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0363
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0349
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0360
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0370
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0360
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0365
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0371
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0353
Epoch 0 Loss: 0.5384
Epoch 1 Loss: 0.3132
Epoch 2 Loss: 0.2455
Epoch 3 Loss: 0.1708
Epoch 4 Loss: 0.1328
[Server] Global Inference Model Acc (MNIST) (Round 30): 92.20% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 30): 65.82% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 30): 40.60% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 30): 65.91% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 31 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0098
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0100
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0095
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0099
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0097
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0098
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0097
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0124
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0099
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0360
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0363
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0360
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0360
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0357
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0361
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0360
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0363
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0377
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0361
Epoch 0 Loss: 0.5307
Epoch 1 Loss: 0.3060
Epoch 2 Loss: 0.2258
Epoch 3 Loss: 0.1662
Epoch 4 Loss: 0.1205
[Server] Global Inference Model Acc (MNIST) (Round 31): 92.61% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 31): 67.78% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 31): 42.35% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 31): 67.73% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 32 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0098
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0098
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0098
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0101
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0095
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0109
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0101
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0100
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0355
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0368
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0366
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0355
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0372
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0366
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0362
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0359
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0364
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0364
Epoch 0 Loss: 0.5443
Epoch 1 Loss: 0.2950
Epoch 2 Loss: 0.2150
Epoch 3 Loss: 0.1689
Epoch 4 Loss: 0.1257
[Server] Global Inference Model Acc (MNIST) (Round 32): 92.52% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 32): 67.49% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 32): 41.69% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 32): 67.44% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 33 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0099
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0097
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0113
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0098
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0097
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0097
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0078
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0357
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0364
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0368
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0363
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0360
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0358
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0359
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0365
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0357
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0354
Epoch 0 Loss: 0.5388
Epoch 1 Loss: 0.3055
Epoch 2 Loss: 0.2224
Epoch 3 Loss: 0.1651
Epoch 4 Loss: 0.1320
[Server] Global Inference Model Acc (MNIST) (Round 33): 91.96% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 33): 67.46% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 33): 38.76% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 33): 67.15% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 34 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
